text,label
a man just grabbed a child off the playground and is running toward a van,1
water main burst and the street is flooding rapidly cars are floating,1
a gas regulator failure the entire neighborhood smells like propane,1
the electrical transformer on the pole just exploded showering sparks,1
steam pipe burst in the building people are getting burned,1
the fire escape on the building just collapsed with people on it,1
sewage main broke and toxic waste is flooding into the school basement,1
high voltage equipment failure at the substation arc flash visible,1
a kayaker capsized in the rapids and hasn't surfaced,1
someone got pulled out by the riptide they're being carried away,1
a boat capsized on the lake and i can see people struggling in the water,1
a surfer was attacked by a shark there's blood in the water,1
a child was swept away by the current in the creek,1
ice fisherman fell through the ice and only his head is above water,1
a swimmer is caught in the undertow waving for help can't get back,1
fire!,1
help someone is dying,1
help,1
call 911 now,1
shooting happening right now,1
theres a fir in the bilding,1
somone is not bretahing,1
person stabed need amblance,1
car crash bad injuries pls help,1
yo someones getting jumped real bad out here,1
bruh theres a fire at the apartments,1
omg someone just got shot help,1
dude theres a huge wreck on the freeway people are hurt,1
bro my friend isnt breathing what do i do,1
my kid just drank bleach oh my god,1
thers smoke everwhere cant see,1
pls help my house is on fier,1
car fliped over on highway people trapped,1
man with gun at school send police now,1
blood everywhere someone needs help fast,1
building on fire people stuck inside,1
send ambulance heart attack happening,1
someone fell not moving please hurry,1
huge explosion just happened everything shaking,1
woman being attacked in parking lot right now,1
kid choking cant breathe need paramedics,1
armed men inside the store hostages,1
massive pile up injuries everywhere send help,1
flood water rising fast people on rooftops,1
tornado touched down houses destroyed people trapped,1
person electrocuted by power line not moving send help now,1
the streetlight is out but everything else is fine just letting you know,0
my neighbor plays loud music every weekend it's really annoying,0
there's a pothole on elm street that needs to be fixed,0
i'd like to report some graffiti on the wall behind the library,0
my cat has been missing for two days can you help,0
someone keeps parking in front of my driveway,0
the trash hasn't been collected on our street this week,0
i want to file a noise complaint about the construction next door,0
there's a broken bench in the park that could use repair,0
can i get a copy of a police report from last month,0
i need to renew my parking permit,0
the stop sign at the corner is bent and hard to see,0
my mail keeps getting delivered to the wrong address,0
i'd like to report a barking dog in my neighborhood,0
there's a shopping cart abandoned in the middle of the sidewalk,0
how do i apply for a building permit in this county,0
someone left their car unlocked in the parking lot overnight,0
the park sprinklers are running during the rain seems wasteful,0
i want to know the hours for the dmv office downtown,0
there's a fallen tree branch in my yard from the wind,0
can you tell me where the nearest recycling center is,0
my neighbor's fence is encroaching on my property line,0
i'd like to schedule a ride-along with an officer,0
the crosswalk signal at main and broadway isn't working right,0
someone dumped old furniture on the curb illegally,0
i want to report a minor fender bender no injuries,0
there's a stray cat hanging around the neighborhood,0
the library book drop is overflowing,0
can i get fingerprinted for a background check at the station,0
my lawn was damaged by the city snowplow last winter,0
i need information about local community watch programs,0
there's a raccoon in my garbage cans every night,0
the speed bump on our street is too aggressive,0
i want to report some suspicious but non-threatening door to door sales,0
a streetlight has been flickering for the past week,0
my package was stolen from my porch sometime today,0
the city pool has algae growing in it looks gross,0
i'd like to know about volunteer opportunities with the fire department,0
someone keeps letting their dog off leash at the park,0
the bus stop bench is covered in bird droppings,0
can i get a permit for a block party next month,0
there's a dead bird on the sidewalk near the school,0
my car was keyed in the parking lot sometime last night,0
the public restroom at the park is out of order,0
i want to request extra patrol on our street at night,0
there's a wasp nest forming under the bus shelter,0
the bike lane on oak avenue has debris in it,0
can you recommend a good locksmith i locked myself out,0
someone tagged the underpass with spray paint again,0
the playground equipment at central park is rusty and old,0
i want to report a lost wallet i dropped somewhere downtown,0
there's a car alarm that's been going off for an hour,0
my neighbor's tree is dropping leaves all over my yard,0
the community bulletin board at the post office is full,0
i need to update my address on my driver's license,0
there's a coyote that walks through our neighborhood at dawn,0
the handicap ramp at city hall needs to be repainted,0
can i reserve the community center for a birthday party,0
my lawn mower was stolen from my shed last weekend,0
the fire hydrant on our block is leaking a little water,0
i want to know about after school programs for kids,0
there's an abandoned bicycle chained to the fence at the park,0
the ice cream truck plays music way too loud,0
someone keeps putting flyers on my car windshield,0
the public wifi at the library is really slow today,0
i need a vacation hold on my mail for next week,0
there's a skunk living under my deck,0
the traffic light at 3rd and pine takes way too long to change,0
can i get a tour of the fire station for my kid's birthday,0
my neighbor's holiday decorations are still up in march,0
the sidewalk in front of the school is cracked and uneven,0
i want to report a zoning violation my neighbor built a shed too close to the property line,0
there's a group of teenagers skateboarding in the empty lot,0
the newspaper box on the corner is damaged,0
can i file a complaint about a taxi driver who was rude,0
my internet has been spotty i think the utility line is damaged,0
the community garden plots need to be reassigned for spring,0
there's a mattress dumped on the side of the road,0
i'd like to report my bicycle as stolen it was taken from the rack,0
the vending machine at the recreation center ate my dollar,0
someone keeps leaving dog waste bags on the trail,0
the flag at the post office is torn and needs replacing,0
i want information about getting a concealed carry permit,0
there's moss growing on the north side of the overpass,0
my neighbor's rooster crows every morning at 5am,0
the paint is peeling on the guardrail along route 9,0
can i use the police station parking lot for overflow during the festival,0
there's a loose manhole cover on second street be careful,0
i just moved here and want to know about trash pickup days,0
the swing set chains at riverside park are getting rusty,0
someone wrote something rude on the bathroom wall at the park,0
my kids found a turtle in the backyard what should we do,0
the no parking sign on our street fell over in the wind,0
i'd like to donate some old books to the community center,0
there's a puddle that forms every time it rains at the intersection,0
can i get a replacement recycling bin mine is cracked,0
the basketball hoop at the park is bent,0
my neighbor is having a loud party but it's not that late yet,0
i accidentally backed into my own mailbox need to know the rules for replacing it,0
the bridge over the creek has some loose boards,0
there's a crow that keeps pecking at my window every morning,0
i want to know if there are any road closures this weekend,0
the water fountain at the dog park is not working,0
someone left a sofa at the bus stop,0
i need to pay an old parking ticket how do i do that,0
the flowers in the median strip are all dead,0
can i get a copy of the city noise ordinance,0
there's a for sale sign that blew into the road,0
the hoa meeting is next tuesday and i'd like to add an agenda item,0
my neighbor's sprinklers are watering the sidewalk instead of their lawn,0
can i get a variance to build a deck closer to the property line,0
the hoa won't let me paint my door a different color,0
i need to dispute a parking ticket i got last week,0
the community pool hours should be extended for the summer,0
my neighbor's hedge is overgrown and blocking the sidewalk,0
is there a farmers market in town this weekend,0
the school zone flashers on oak street aren't turning on in the morning,0
i want to complain about the new stop sign it causes more traffic,0
can i get a dog license for my new puppy,0
the dumpster behind the restaurant is overflowing and smells terrible,0
i'd like to organize a neighborhood cleanup day,0
there are geese blocking the path at the pond every morning,0
my neighbor runs a business from home and there's too much traffic,0
the park bathrooms close too early in the evening,0
i need to schedule a bulk trash pickup for old furniture,0
the crosswalk paint is faded at the school crossing,0
can i register for the city's emergency alert system,0
the storm drain on our street is clogged with leaves,0
i'd like to request a speed limit change on our residential street,0
there was a fire at the warehouse last week but it's been handled already,0
i saw a minor accident yesterday but everyone was okay and drove away,0
a tree fell in the park last night nobody was around,0
someone's car alarm went off earlier but it stopped,0
i think there might have been a break-in at the empty house but i'm not sure it was a while ago,0
the neighbors had a big argument last night but it's quiet now,0
i noticed some broken glass near the playground might want to clean it up,0
there was a small kitchen fire at my place last month just wanted to report it for records,0
a pipe burst in our building yesterday but maintenance already fixed it,0
i found some abandoned fireworks in the park probably from the holiday,0
someone sideswiped my parked car but no one was hurt,0
there's an old car that's been parked on our street for months doesn't seem to run,0
the smoke detector in the hallway keeps going off but there's no fire just needs a new battery,0
i heard what sounded like firecrackers last night but i think it was just kids,0
a sign fell over in the wind at the intersection,0
noise complaint,0
pothole,0
parking issue,0
barking dog,0
lost cat,0
trash pickup question,0
broken streetlight,0
graffiti on the fence,0
can i get a permit,0
what are your hours,0
where is the nearest station,0
how do i pay a fine,0
my fence needs repair whose responsibility,0
is there a curfew,0
when is the next city council meeting,0
the gate to the community pool won't lock properly,0
i want to report an abandoned shopping cart on my property,0
the road reflectors on highway 7 are missing in several spots,0
my neighbor's wind chimes are extremely loud,0
there's a beehive forming on the public telephone pole,0
the baseball field at memorial park needs new bases,0
can i volunteer to help with the annual charity run,0
the city website has incorrect information about recycling day,0
i'd like to appeal a code violation i received,0
someone spray painted over the community mural,0
the public drinking fountain near the tennis courts tastes rusty,0
my neighbor keeps blowing leaves into my yard,0
there's a broken bottle in the sand at the beach volleyball court,0
the handicap parking spaces at the library aren't clearly marked,0
i need to know the regulations for backyard chickens in our town,0
the fence around the construction site on 4th ave has a gap kids keep going through,0
can i host a garage sale this weekend what permits do i need,0
the fire station siren test was louder than usual today,0
my property tax assessment seems too high who do i contact,0
there are too many food trucks parking on residential streets,0
the trail near the creek is washed out from the last rain,0
i'd like to suggest adding a bike rack at the community center,0
the led billboard on route 1 is too bright at night,0
my neighbor's security camera is pointed at my backyard,0
the bus route 12 schedule changed and nobody was notified,0
can i get a refund for the canceled recreation class,0
there's a shopping cart in the creek behind the strip mall,0
the park benches near the gazebo need to be repainted,0
i want to report a business that's operating without a visible permit,0
the street sweeper keeps missing our block,0
my neighbor feeds stray cats and they congregate on my porch,0
the pedestrian bridge over the freeway has some rust spots,0
i'd like to know about senior citizen discount programs in town,0
there's an old mattress leaning against the fire hydrant,0
the reading room at the library gets too cold in winter,0
can i rent the pavilion at lakeside park for a reunion,0
the stop lines at the four-way intersection need repainting,0
my neighbor put up a really tall fence and now my garden doesn't get sun,0
the boat ramp at the reservoir is crumbling on one side,0
i want to know if the splash pad will be open this summer,0
a factory worker was crushed between two machines he's screaming,1
the roof of the mall is sagging and cracking people are still inside,1
someone poured gasoline around the building and lit it on fire,1
a school bus just rolled over on the highway kids are inside,1
there's a man having a psychotic episode attacking random people on the street,1
ammonia leak at the ice rink people are choking and evacuating,1
a pregnant woman fell down the stairs and is bleeding badly,1
someone drove a car into the front of the daycare center,1
an oil tanker is on fire at the port thick smoke covering the area,1
a rock climber fell about 40 feet and is not responding,1
multiple people just collapsed at the concert could be an overdose,1
the retaining wall collapsed onto the road crushing a parked car with someone in it,1
a worker was impaled by rebar at the construction site,1
gas is spraying from a broken pipe in the parking structure,1
someone threw acid at a person outside the subway station,1
the escalator at the mall just collapsed people fell through,1
a cement truck tipped over on the construction workers below,1
there's an unattended bag smoking and making noise at the train station,1
someone is shooting from the apartment window at people below,1
a child was bitten by a snake and is swelling up rapidly,1
the nursing home is on fire and residents can't evacuate on their own,1
a motorcyclist was thrown off the overpass onto the road below,1
chlorine gas leak at the pool facility people are having trouble breathing,1
someone is trapped in their car in a flooded underpass water is rising fast,1
a roller coaster stopped mid-loop and people are stuck upside down,1
the grain elevator exploded dust and debris everywhere workers missing,1
a logging truck lost its load on the highway crushing the car behind it,1
someone collapsed during the marathon and has no pulse,1
a bear is attacking a hiker on the trail,1
electrical fire in the server room of the hospital spreading to patient ward,1
the ski lift cable snapped and chairs are falling with people in them,1
a backhoe hit a gas line and there's a massive leak with open flame nearby,1
someone is being dragged by a car down the street,1
a toddler fell into an open manhole,1
the pier collapsed and dozens of people fell into the water,1
a hang glider crashed into the cliff face pilot is dangling unconscious,1
propane tank explosion at the campground tents on fire people screaming,1
a pedestrian bridge collapsed while people were walking across it,1
someone is stuck on the train tracks and a train is coming,1
a chemical plant alarm is going off and a toxic cloud is moving toward town,1
the parking garage structure is failing concrete falling on cars below,1
my roommate locked themselves in the bathroom threatening self harm with a razor,1
a sailboat capsized in the storm three people in the water no life jackets,1
someone set themselves on fire in the town square,1
heavy machinery rolled over on the operator at the quarry,1
a silo is collapsing on the farm workers were inside,1
the amusement park ride broke mid-spin and a seat flew off with a rider,1
a tanker truck is leaking unknown chemicals on a residential street fumes spreading,1
multiple stabbings reported at the outdoor festival,1
an elevator cable snapped and it fell several floors with people inside,1
a pipeline ruptured and crude oil is flooding into the neighborhood,1
someone is being strangled outside the convenience store right now,1
the hotel balcony just broke off and fell onto people below,1
a snowplow slid off the mountain road and went over the cliff,1
person pinned between a bus and a wall at the transit center,1
a barge is sinking in the shipping channel crew abandoning ship,1
three people just got struck by lightning at the golf course,1
the swimming pool drain has trapped a child underwater,1
a crop duster plane just nose-dived into the field near houses,1
someone drove through the farmers market tent people are injured,1
there's a wildfire spot fire that just jumped the containment line heading toward homes,1
a window washer's scaffold broke and he's hanging by one cable 20 stories up,1
i'd like to request a new street sign for our cul-de-sac,0
the picnic tables at the pavilion need to be replaced,0
can i get the city to plant a tree on my boulevard strip,0
my neighbor's rv has been parked on the street for three months,0
there's a gopher tearing up the baseball field at the park,0
the automatic doors at city hall aren't working properly,0
i want to know about the city's composting program,0
someone keeps stealing the community newspaper from our box,0
the guardrail on maple drive has reflectors missing,0
can i get a list of registered sex offenders in my area,0
the tennis court nets at the park are sagging,0
my neighbor's outdoor cats keep using my garden as a litter box,0
the walking path around the reservoir needs to be re-graveled,0
i'd like to report a business with an expired license,0
the memorial plaque at veterans park has graffiti on it,0
can i get a resident parking sticker for my new vehicle,0
the drainage ditch behind our property needs to be cleared out,0
my neighbor installed a basketball hoop that hangs over the sidewalk,0
i want to know about the city's leaf collection schedule,0
the playground at sunset park doesn't have any shade structures,0
can i get permission to put up a lemonade stand on the corner,0
the fire lane markings in our shopping center parking lot are faded,0
my neighbor runs power tools at 6am every saturday,0
there's a bee swarm hanging from the tree at the bus stop,0
the public art installation on main street needs cleaning,0
i want to file a complaint about a food truck that left trash everywhere,0
the handicap button at the library entrance is broken,0
my neighbor's gutters are draining directly onto my property,0
can i get information about the town's historical district requirements,0
the soccer field goals at the community park are rusty and leaning,0
someone keeps removing the community garden's fence posts,0
the public telescope at the observatory hasn't been cleaned in ages,0
i want to suggest a new location for a dog waste station in the park,0
there's a pothole at the entrance to the school parking lot,0
my upstairs neighbor's pipes are noisy but nothing is leaking,0
the clock tower downtown has been showing the wrong time for weeks,0
can i get a noise variance for a wedding reception in my backyard,0
the wooden boardwalk at the nature preserve has some loose planks,0
my neighbor's kids keep kicking their ball into my yard,0
the recycling center doesn't accept electronics where can i take mine,0
the town fountain hasn't been turned on for the season yet,0
i noticed the city flag at the fire station is upside down,0
can i reserve a camping spot at the municipal campground,0
the newspaper vending machine on 5th ave is jammed,0
my neighbor's chickens keep escaping into my yard,0
there's algae on the walking trail around the pond making it slippery,0
i want to know about permit requirements for a home addition,0
the drinking water has tasted funny lately but nobody's sick,0
can i get a bulk discount on mulch from the city yard waste facility,0
the memorial bench i donated to the park needs a new plaque,0
my neighbor is storing junk cars in their backyard,0
there were some fireworks in the neighborhood last weekend after the holiday,0
i saw a small fender bender at the intersection the other day but both drivers exchanged info and left,0
there was a power outage on our street yesterday but it came back after an hour,0
i think someone went through my recycling bin last night looking for cans,0
a tree branch fell in the empty parking lot during the storm no damage,0
i found some old spray cans by the trail probably from graffiti last month,0
my neighbor mentioned their smoke alarm beeped once probably just the battery,0
there was a small water leak in the bathroom but my landlord already fixed it,0
i heard a loud boom last night but it turned out to be transformer blowing power's back now,0
a car was broken into on our street last week the police already came,0
noise,0
parking,0
my fence,0
stray animal,0
when does the pool open,0
how do i get a permit,0
property line question,0
trash not picked up,0
streetlight out,0
road work schedule,0
where to recycle batteries,0
dog barking at night,0
neighbor dispute,0
graffiti removal request,0
emergency someone is hurt badly please come quick,1
need help now there's been an accident with injuries,1
urgent situation a building is collapsing on people,1
please send fire trucks everything is burning,1
911 someone is being attacked with a weapon right now,1
medical emergency diabetic coma unresponsive,1
active violence situation at the community center armed individual,1
major structure failure people are trapped under rubble,1
toxic fumes spreading through the apartment complex people passing out,1
a semi truck jackknifed on the bridge crushing multiple vehicles,1
someone is drowning in the community pool nobody else is around,1
a gunman just entered the church during service,1
my father is having a diabetic emergency and lost consciousness,1
a drunk driver is going the wrong way on the expressway,1
mass casualty incident at the stadium people are being crushed,1
someone threw a molotov cocktail at the apartment building,1
the levee broke and water is rushing into the town,1
a skydiver's parachute failed they crashed near the airfield,1
inmates are rioting at the county jail guards need help,1
a child fell from the second floor window onto the concrete,1
oil rig explosion in the bay workers in the water,1
someone shot at the school bus with children inside,1
a runaway horse trampled several people at the parade,1
the mine shaft collapsed with workers underground,1
a tractor trailer is on fire blocking the tunnel with traffic inside,1
nuclear plant alarm sounding evacuation needed,1
my sister just went into labor and the baby is coming right now she can't move,1
there's a massive sinkhole swallowing cars on the main road right now,1
someone was just pushed onto the subway tracks and a train is approaching,1
a crane at the port dropped a shipping container onto workers,1
an ultralight aircraft crashed into a residential backyard,1
someone is being held at gunpoint in their car at the drive through,1
a water tower is leaning and about to collapse onto houses below,1
the basement is flooding with sewage and my elderly mother is trapped down there,1
there's a standoff with police and an armed person in the neighborhood,1
a zoo animal escaped and is loose in the surrounding neighborhood people are in danger,1
someone was just struck by a hit and run driver at the crosswalk and isn't moving,1
the roof of the ice rink just caved in during a hockey game,1
a freight train derailed and tank cars are leaking chemicals near homes,1
massive rockslide on the mountain highway cars buried under boulders,1
someone is trapped in a burning vehicle they can't get the door open,1
a child wandered onto the highway and cars are swerving,1
a natural gas explosion just leveled a house next door our windows blew in,1
the river dam just broke catastrophic flooding downstream homes in the path,1
someone collapsed at the gym during exercise no pulse cpr in progress,1
a knife-wielding person just slashed multiple people at the bus terminal,1
the carnival ferris wheel is stuck and tilting dangerously with riders on it,1
a fishing boat is sinking in the harbor the crew is jumping into the water,1
someone drove through the school zone at high speed and hit a crossing guard,1
the tree on fire is dropping embers onto neighboring rooftops spreading,1
the town is considering a new dog park on the vacant lot on 7th ave,0
i want to find out about volunteer crossing guard positions at the school,0
my neighbor's satellite dish fell and is sitting in the alley not blocking anything,0
the cemetery grounds crew left equipment out over the weekend,0
can i get a reduced rate on my water bill for filling a pool,0
the community theater needs better parking lot lighting,0
i'd like to know about the city's tree planting program for homeowners,0
the donation bin behind the thrift store is overflowing with bags,0
my neighbor's trampoline blew into my yard during the wind nobody was on it,0
the speed display sign on residential road isn't working,0
can i pay my utility bill online instead of mailing a check,0
there's a family of ducks nesting near the storm drain,0
the outdoor basketball courts need to be resurfaced,0
i want to know the schedule for city council public comment sessions,0
the curb paint at the school drop-off zone is chipped,0
my neighbor's motion sensor light shines into my bedroom all night,0
can i use the city dump on weekends,0
there's a large puddle forming in the alley after every rain,0
the city should consider adding a roundabout at the five-way intersection,0
i found a wallet on the ground at the park and want to turn it in,0
the gazebo at the botanical garden has a broken railing,0
my neighbor's above-ground pool is leaking onto my lawn slowly,0
can i get a temporary no-parking sign for moving day,0
the bird feeders at the nature center are empty,0
i'd like to suggest the library extend evening hours on weekdays,0
there's a shopping bag stuck in the tree at the park entrance,0
the city's online permit portal keeps timing out,0
